Date,Weekly_Close
2020-01-03,72.00911713
2020-01-10,75.13227081
2020-01-17,77.16594696
2020-01-24,77.06427002
2020-01-31,74.93373871
2020-02-07,77.66456604
2020-02-14,78.85855103
2020-02-21,75.97066498
2020-02-28,66.33872986
2020-03-06,70.14150238
2020-03-13,67.45749664
2020-03-20,55.63175201
2020-03-27,60.12131119
2020-04-03,58.58514023
2020-04-10,65.03555298
2020-04-17,68.62961578
2020-04-24,68.67087555
2020-05-01,70.15122223
2020-05-08,75.46578217
2020-05-15,74.87689972
2020-05-22,77.59740448
2020-05-29,77.36624146
2020-06-05,80.66587067
2020-06-12,82.44221497
2020-06-19,85.09944153
2020-06-26,86.05089569
2020-07-03,88.60105133
2020-07-10,93.36314392
2020-07-17,93.75977325
2020-07-24,90.1462326
2020-07-31,103.4275208
2020-08-07,108.3456802
2020-08-14,112.0461578
2020-08-21,121.2730408
2020-08-28,121.699646
2020-09-04,117.9479446
2020-09-11,109.2110672
2020-09-18,104.1795349
2020-09-25,109.4841003
2020-10-02,110.205658
2020-10-09,114.0573044
2020-10-16,116.0562668
2020-10-23,112.175354
2020-10-30,106.1492462
2020-11-06,115.9341507
2020-11-13,116.4909058
2020-11-20,114.6154633
2020-11-27,113.8828888
2020-12-04,119.4114914
2020-12-11,119.5677567
2020-12-18,123.7190933
2020-12-25,128.9057922
2021-01-01,129.6090851
2021-01-08,128.9839478
2021-01-15,124.1879349
2021-01-22,135.8409576
2021-01-29,128.8959961
2021-02-05,133.7841797
2021-02-12,132.4244232
2021-02-19,127.0441132
2021-02-26,118.6214523
2021-03-05,118.777977
2021-03-12,118.3964539
2021-03-19,117.379097
2021-03-26,118.5725632
2021-04-02,120.3235931
2021-04-09,130.1060333
2021-04-16,131.2407684
2021-04-23,131.3972626
2021-04-30,128.5995178
2021-05-07,127.5931091
2021-05-14,124.8885269
2021-05-21,122.9091339
2021-05-28,122.1056213
2021-06-04,123.3599014
2021-06-11,124.7905655
2021-06-18,127.8380814
2021-06-25,130.4348145
2021-07-02,137.1471405
2021-07-09,142.193634
2021-07-16,143.4478912
2021-07-23,145.5742798
2021-07-30,142.9285431
2021-08-06,143.4174805
2021-08-13,146.3223419
2021-08-20,145.4292755
