Date,Weekly_Close
2020-01-03,29.5340004
2020-01-10,31.87666702
2020-01-17,34.03333282
2020-01-24,37.6546669
2020-01-31,43.37133408
2020-02-07,49.87133408
2020-02-14,53.33533478
2020-02-21,60.06666565
2020-02-28,44.53266525
2020-03-06,46.89866638
2020-03-13,36.44133377
2020-03-20,28.50200081
2020-03-27,34.29066849
2020-04-03,32.00066757
2020-04-10,38.20000076
2020-04-17,50.25933456
2020-04-24,48.3433342
2020-05-01,46.75466537
2020-05-08,54.62799835
2020-05-15,53.27799988
2020-05-22,54.45866776
2020-05-29,55.66666794
2020-06-05,59.04399872
2020-06-12,62.35200119
2020-06-19,66.72666931
2020-06-26,63.98266602
2020-07-03,80.57733154
2020-07-10,102.9766693
2020-07-17,100.0559998
2020-07-24,94.46666718
2020-07-31,95.38400269
2020-08-07,96.84733582
2020-08-14,110.0473328
2020-08-21,136.665329
2020-08-28,147.5599976
2020-09-04,139.4400024
2020-09-11,124.2399979
2020-09-18,147.3833313
2020-09-25,135.7799988
2020-10-02,138.363327
2020-10-09,144.6666718
2020-10-16,146.5566711
2020-10-23,140.2100067
2020-10-30,129.3466644
2020-11-06,143.3166656
2020-11-13,136.1666718
2020-11-20,163.2033386
2020-11-27,195.2533264
2020-12-04,199.6799927
2020-12-11,203.3300018
2020-12-18,231.6666718
2020-12-25,220.5899963
2021-01-01,235.2233276
2021-01-08,293.3399963
2021-01-15,275.3866577
2021-01-22,282.2133179
2021-01-29,264.5100098
2021-02-05,284.0766602
2021-02-12,272.0400085
2021-02-19,260.4333191
2021-02-26,225.1666718
2021-03-05,199.3166656
2021-03-12,231.2433319
2021-03-19,218.2899933
2021-03-26,206.2366638
2021-04-02,220.5833282
2021-04-09,225.6733398
2021-04-16,246.593338
2021-04-23,243.1333313
2021-04-30,236.4799957
2021-05-07,224.1233368
2021-05-14,196.5800018
2021-05-21,193.6266632
2021-05-28,208.406662
2021-06-04,199.6833344
2021-06-11,203.2966614
2021-06-18,207.7700043
2021-06-25,223.956665
2021-07-02,226.3000031
2021-07-09,218.9833374
2021-07-16,214.7400055
2021-07-23,214.4600067
2021-07-30,229.0666656
2021-08-06,233.0333405
2021-08-13,239.0566711
2021-08-20,226.7533264
2021-08-27,237.3066711
2021-09-03,244.5233307
2021-09-10,245.4233398
2021-09-17,253.1633301
2021-09-24,258.1300049
2021-10-01,258.4066772
2021-10-08,261.8299866
2021-10-15,281.0100098
2021-10-22,303.2266541
2021-10-29,371.3333435
2021-11-05,407.3633423
2021-11-12,344.4733276
2021-11-19,379.019989
2021-11-26,360.6400146
2021-12-03,338.3233337
2021-12-10,339.0100098
2021-12-17,310.8566589
2021-12-24,355.6666565
2021-12-31,352.2600098
2022-01-07,342.3200073
2022-01-14,349.8699951
2022-01-21,314.6333313
2022-01-28,282.1166687
2022-02-04,307.7733459
2022-02-11,286.6666565
2022-02-18,285.6600037
2022-02-25,269.956665
2022-03-04,279.4299927
2022-03-11,265.1166687
2022-03-18,301.7966614
2022-03-25,336.8800049
2022-04-01,361.5299988
2022-04-08,341.8299866
2022-04-15,328.3333435
2022-04-22,335.0166626
2022-04-29,290.2533264
2022-05-06,288.5499878
2022-05-13,256.5299988
2022-05-20,221.3000031
2022-05-27,253.2100067
2022-06-03,234.5166626
2022-06-10,232.2299957
2022-06-17,216.7599945
2022-06-24,245.706665
2022-07-01,227.2633362
2022-07-08,250.7633362
2022-07-15,240.0666656
2022-07-22,272.2433472
2022-07-29,297.1499939
2022-08-05,288.1700134
2022-08-12,300.0299988
2022-08-19,296.6666565
2022-08-26,288.0899963
2022-09-02,270.2099915
2022-09-09,299.6799927
2022-09-16,303.3500061
2022-09-23,275.3299866
2022-09-30,265.25
2022-10-07,223.0700073
2022-10-14,204.9900055
2022-10-21,214.4400024
2022-10-28,228.5200043
2022-11-04,207.4700012
