Date,Weekly_Close
2020-01-03,325.8999938964844
2020-01-10,329.04998779296875
2020-01-17,339.6700134277344
2020-01-24,353.1600036621094
2020-01-31,345.0899963378906
2020-02-07,366.7699890136719
2020-02-14,380.3999938964844
2020-02-21,380.07000732421875
2020-02-28,369.0299987792969
2020-03-06,368.9700012207031
2020-03-13,336.29998779296875
2020-03-20,332.8299865722656
2020-03-27,357.1199951171875
2020-04-03,361.760009765625
2020-04-10,370.7200012207031
2020-04-17,422.9599914550781
2020-04-24,424.989990234375
2020-05-01,415.2699890136719
2020-05-08,435.54998779296875
2020-05-15,454.19000244140625
2020-05-22,429.32000732421875
2020-05-29,419.7300109863281
2020-06-05,419.6000061035156
2020-06-12,418.07000732421875
2020-06-19,453.7200012207031
2020-06-26,443.3999938964844
2020-07-03,476.8900146484375
2020-07-10,548.72998046875
2020-07-17,492.989990234375
2020-07-24,480.45001220703125
2020-07-31,488.8800048828125
2020-08-07,494.7300109863281
2020-08-14,482.67999267578125
2020-08-21,492.30999755859375
2020-08-28,523.8900146484375
2020-09-04,516.0499877929688
2020-09-11,482.0299987792969
2020-09-18,469.9599914550781
2020-09-25,482.8800048828125
2020-10-02,503.05999755859375
2020-10-09,539.4400024414062
2020-10-16,530.7899780273438
2020-10-23,488.2799987792969
2020-10-30,475.739990234375
2020-11-06,514.72998046875
2020-11-13,482.8399963378906
2020-11-20,488.239990234375
2020-11-27,491.3599853515625
2020-12-04,498.30999755859375
2020-12-11,503.2200012207031
2020-12-18,534.4500122070312
2020-12-25,513.969970703125
2021-01-01,540.72998046875
2021-01-08,510.3999938964844
2021-01-15,497.9800109863281
2021-01-22,565.1699829101562
2021-01-29,532.3900146484375
2021-02-05,550.7899780273438
2021-02-12,556.52001953125
2021-02-19,540.219970703125
2021-02-26,538.8499755859375
2021-03-05,516.3900146484375
2021-03-12,518.02001953125
2021-03-19,512.1799926757812
2021-03-26,508.04998779296875
2021-04-02,539.4199829101562
2021-04-09,555.3099975585938
2021-04-16,546.5399780273438
2021-04-23,505.54998779296875
2021-04-30,513.469970703125
2021-05-07,503.8399963378906
2021-05-14,493.3699951171875
2021-05-21,497.8900146484375
2021-05-28,502.80999755859375
2021-06-04,494.739990234375
2021-06-11,488.7699890136719
2021-06-18,500.7699890136719
2021-06-25,527.0700073242188
2021-07-02,533.97998046875
2021-07-09,535.97998046875
2021-07-16,530.3099975585938
2021-07-23,515.4099731445312
2021-07-30,517.5700073242188
2021-08-06,520.5499877929688
2021-08-13,515.9199829101562
2021-08-20,546.8800048828125
2021-08-27,558.9199829101562
2021-09-03,590.530029296875
2021-09-10,598.719970703125
2021-09-17,589.3499755859375
2021-09-24,592.3900146484375
2021-10-01,613.1500244140625
2021-10-08,632.6599731445312
2021-10-15,628.2899780273438
2021-10-22,664.780029296875
2021-10-29,690.3099975585938
2021-11-05,645.719970703125
2021-11-12,682.6099853515625
2021-11-19,678.7999877929688
2021-11-26,665.6400146484375
2021-12-03,602.1300048828125
2021-12-10,611.6599731445312
2021-12-17,586.72998046875
2021-12-24,614.0900268554688
2021-12-31,602.4400024414062
2022-01-07,541.0599975585938
2022-01-14,525.6900024414062
2022-01-21,397.5
2022-01-28,384.3599853515625
2022-02-04,410.1700134277344
2022-02-11,391.30999755859375
2022-02-18,391.2900085449219
2022-02-25,390.79998779296875
2022-03-04,361.7300109863281
2022-03-11,340.32000732421875
2022-03-18,380.6000061035156
2022-03-25,373.8500061035156
2022-04-01,373.4700012207031
2022-04-08,355.8800048828125
2022-04-15,341.1300048828125
2022-04-22,215.52000427246094
2022-04-29,190.36000061035156
2022-05-06,180.97000122070312
2022-05-13,187.63999938964844
2022-05-20,186.35000610351562
2022-05-27,195.19000244140625
2022-06-03,198.97999572753906
2022-06-10,182.94000244140625
2022-06-17,175.50999450683594
2022-06-24,190.85000610351562
2022-07-01,179.9499969482422
2022-07-08,186.97999572753906
2022-07-15,189.11000061035156
2022-07-22,220.44000244140625
2022-07-29,224.89999389648438
2022-08-05,226.77999877929688
2022-08-12,249.3000030517578
2022-08-19,241.16000366210938
2022-08-26,223.27999877929688
2022-09-02,226.11000061035156
2022-09-09,233.57000732421875
2022-09-16,240.1300048828125
