Date,Weekly_Close
2020-01-03,93.74849700927734
2020-01-10,94.15799713134766
2020-01-17,93.23600006103516
2020-01-24,93.08200073242188
2020-01-31,100.43599700927734
2020-02-07,103.96399688720703
2020-02-14,106.74349975585938
2020-02-21,104.79850006103516
2020-02-28,94.1875
2020-03-06,95.05449676513672
2020-03-13,89.25
2020-03-20,92.30449676513672
2020-03-27,95.00499725341797
2020-04-03,95.32949829101562
2020-04-10,102.13800048828125
2020-04-17,118.75
2020-04-24,120.51100158691406
2020-05-01,114.302001953125
2020-05-08,118.98049926757812
2020-05-15,120.48899841308594
2020-05-22,121.84400177001953
2020-05-29,122.11849975585938
2020-06-05,124.1500015258789
2020-06-12,127.2509994506836
2020-06-19,133.75050354003906
2020-06-26,134.64349365234375
2020-07-03,144.51499938964844
2020-07-10,160.0
2020-07-17,148.09849548339844
2020-07-24,150.44549560546875
2020-07-31,158.23399353027344
2020-08-07,158.3730010986328
2020-08-14,157.4010009765625
2020-08-21,164.23599243164062
2020-08-28,170.08999633789062
2020-09-04,164.7310028076172
2020-09-11,155.81100463867188
2020-09-18,147.74549865722656
2020-09-25,154.75650024414062
2020-10-02,156.25
2020-10-09,164.33250427246094
2020-10-16,163.635498046875
2020-10-23,160.22000122070312
2020-10-30,151.8074951171875
2020-11-06,165.56849670410156
2020-11-13,156.4405059814453
2020-11-20,154.97000122070312
2020-11-27,159.76699829101562
2020-12-04,158.12899780273438
2020-12-11,155.8209991455078
2020-12-18,160.08250427246094
2020-12-25,158.63450622558594
2021-01-01,162.84649658203125
2021-01-08,159.13499450683594
2021-01-15,155.21249389648438
2021-01-22,164.6114959716797
2021-01-29,160.30999755859375
2021-02-05,167.6074981689453
2021-02-12,163.885498046875
2021-02-19,162.4949951171875
2021-02-26,154.64649963378906
2021-03-05,150.0229949951172
2021-03-12,154.47450256347656
2021-03-19,153.7480010986328
2021-03-26,152.60150146484375
2021-04-02,158.0500030517578
2021-04-09,168.61000061035156
2021-04-16,169.9720001220703
2021-04-23,167.04400634765625
2021-04-30,173.37100219726562
2021-05-07,164.58050537109375
2021-05-14,161.14500427246094
2021-05-21,160.1540069580078
2021-05-28,161.15350341796875
2021-06-04,160.31100463867188
2021-06-11,167.3415069580078
2021-06-18,174.34500122070312
2021-06-25,170.072998046875
2021-07-02,175.5489959716797
2021-07-09,185.9669952392578
2021-07-16,178.68150329589844
2021-07-23,182.83200073242188
2021-07-30,166.37950134277344
2021-08-06,167.2469940185547
2021-08-13,164.69850158691406
2021-08-20,159.99749755859375
2021-08-27,167.48150634765625
2021-09-03,173.90249633789062
2021-09-10,173.45750427246094
2021-09-17,173.12600708007812
2021-09-24,171.2760009765625
2021-10-01,164.16299438476562
2021-10-08,164.43099975585938
2021-10-15,170.4510040283203
2021-10-22,166.77749633789062
2021-10-29,168.6215057373047
2021-11-05,175.94949340820312
2021-11-12,176.25750732421875
2021-11-19,183.82850646972656
2021-11-26,175.22799682617188
2021-12-03,169.489501953125
2021-12-10,172.21200561523438
2021-12-17,170.0175018310547
2021-12-24,171.06849670410156
2021-12-31,166.7169952392578
2022-01-07,162.5540008544922
2022-01-14,162.13800048828125
2022-01-21,142.64300537109375
2022-01-28,143.97799682617188
2022-02-04,157.63949584960938
2022-02-11,153.2935028076172
2022-02-18,152.60150146484375
2022-02-25,153.7884979248047
2022-03-04,145.64100646972656
2022-03-11,145.52450561523438
2022-03-18,161.25050354003906
2022-03-25,164.77349853515625
2022-04-01,163.55999755859375
2022-04-08,154.4604949951172
2022-04-15,151.7064971923828
2022-04-22,144.35000610351562
2022-04-29,124.28150177001953
2022-05-06,114.77249908447266
2022-05-13,113.05500030517578
2022-05-20,107.59100341796875
2022-05-27,115.14649963378906
2022-06-03,122.3499984741211
2022-06-10,109.6500015258789
2022-06-17,106.22000122070312
2022-06-24,116.45999908447266
2022-07-01,109.55999755859375
2022-07-08,115.54000091552734
2022-07-15,113.55000305175781
2022-07-22,122.41999816894531
2022-07-29,134.9499969482422
2022-08-05,140.8000030517578
2022-08-12,143.5500030517578
2022-08-19,138.22999572753906
2022-08-26,130.75
2022-09-02,127.51000213623047
2022-09-09,133.27000427246094
2022-09-16,123.52999877929688
2022-09-23,113.77999877929688
2022-09-30,113.0
2022-10-07,114.55999755859375
2022-10-14,106.9000015258789
2022-10-21,119.31999969482422
2022-10-28,103.41000366210938
2022-11-04,90.9800033569336
2022-11-11,100.79000091552734
2022-11-18,94.13999938964844
2022-11-25,93.41000366210938
2022-12-02,94.12999725341797
2022-12-09,89.08999633789062
2022-12-16,87.86000061035156
2022-12-23,85.25
2022-12-30,84.0
2023-01-06,86.08000183105469
2023-01-13,98.12000274658203
2023-01-20,97.25
2023-01-27,102.23999786376953
2023-02-03,103.38999938964844
2023-02-10,97.61000061035156
2023-02-17,97.19999694824219
2023-02-24,93.5
2023-03-03,94.9000015258789
2023-03-10,90.7300033569336
2023-03-17,98.94999694824219
2023-03-24,98.12999725341797
2023-03-31,103.29000091552734
2023-04-07,102.05999755859375
2023-04-14,102.51000213623047
2023-04-21,106.95999908447266
2023-04-28,105.44999694824219
2023-05-05,105.66000366210938
2023-05-12,110.26000213623047
2023-05-19,116.25
2023-05-26,120.11000061035156
2023-06-02,124.25
2023-06-09,123.43000030517578
2023-06-16,125.48999786376953
2023-06-23,129.3300018310547
2023-06-30,130.36000061035156
2023-07-07,129.77999877929688
2023-07-14,134.67999267578125
2023-07-21,130.0
2023-07-28,132.2100067138672
2023-08-04,139.57000732421875
2023-08-11,138.41000366210938
2023-08-18,133.22000122070312
2023-08-25,133.25999450683594
2023-09-01,138.1199951171875
2023-09-08,138.22999572753906
2023-09-15,140.38999938964844
2023-09-22,129.1199951171875
2023-09-29,127.12000274658203
2023-10-06,127.95999908447266
2023-10-13,129.7899932861328
2023-10-20,125.16999816894531
2023-10-27,127.73999786376953
2023-11-03,138.60000610351562
2023-11-10,143.55999755859375
2023-11-17,145.17999267578125
2023-11-24,146.74000549316406
2023-12-01,147.02999877929688
2023-12-08,147.4199981689453
2023-12-15,149.97000122070312
2023-12-22,153.4199981689453
2023-12-29,151.94000244140625
2024-01-05,145.24000549316406
2024-01-12,154.6199951171875
2024-01-19,155.33999633789062
2024-01-26,159.1199951171875
2024-02-02,171.80999755859375
2024-02-09,174.4499969482422
2024-02-16,169.50999450683594
2024-02-23,174.99000549316406
2024-03-01,178.22000122070312
2024-03-08,175.35000610351562
2024-03-15,174.4199981689453
2024-03-22,178.8699951171875
2024-03-29,180.3800048828125
2024-04-05,185.07000732421875
2024-04-12,186.1300048828125
2024-04-19,174.6300048828125
2024-04-26,179.6199951171875
2024-05-03,186.2100067138672
2024-05-10,187.47999572753906
2024-05-17,184.6999969482422
2024-05-24,180.75
2024-05-31,176.44000244140625
2024-06-07,184.3000030517578
2024-06-14,183.66000366210938
2024-06-21,189.0800018310547
2024-06-28,193.25
2024-07-05,200.0
2024-07-12,194.49000549316406
2024-07-19,183.1300048828125
2024-07-26,182.5
2024-08-02,167.89999389648438
2024-08-09,166.94000244140625
2024-08-16,177.05999755859375
2024-08-23,177.0399932861328
2024-08-30,178.5
2024-09-06,171.38999938964844
2024-09-13,186.49000549316406
2024-09-20,191.60000610351562
2024-09-27,187.97000122070312
2024-10-04,186.50999450683594
2024-10-11,188.82000732421875
2024-10-18,188.99000549316406
2024-10-25,187.8300018310547
2024-11-01,197.92999267578125
2024-11-08,208.17999267578125
2024-11-15,202.61000061035156
2024-11-22,197.1199951171875
2024-11-29,207.88999938964844
2024-12-06,227.02999877929688
2024-12-13,227.4600067138672
2024-12-20,224.9199981689453
2024-12-27,223.75
2025-01-03,224.19000244140625
2025-01-10,218.94000244140625
2025-01-17,225.94000244140625
2025-01-24,234.85000610351562
2025-01-31,237.67999267578125
2025-02-07,229.14999389648438
2025-02-14,228.67999267578125
2025-02-21,216.5800018310547
2025-02-28,212.27999877929688
2025-03-07,199.25
2025-03-14,197.9499969482422
2025-03-21,196.2100067138672
2025-03-28,192.72000122070312
2025-04-04,171.0
2025-04-11,184.8699951171875
2025-04-18,172.61000061035156
2025-04-25,188.99000549316406
2025-05-02,189.97999572753906
2025-05-09,193.05999755859375
2025-05-16,205.58999633789062
2025-05-23,200.99000549316406
2025-05-30,205.00999450683594
2025-06-06,213.57000732421875
2025-06-13,212.10000610351562
2025-06-20,209.69000244140625
